pert_id	cmap_name	moa	canonical_smiles	inchi_key	moa_l1000	moa_image
BRD-K70557564	zosuquidar	P-glycoprotein inhibitor	O[C@@H](COc1cccc2ncccc12)CN1CCN(CC1)[C@@H]1c2ccccc2[C@@H]2[C@H](c3ccccc13)C2(F)F	IHOVFYSQUDPMCN-DBEBIPAYSA-N	P-glycoprotein inhibitor	P glycoprotein inhibitor
BRD-A72066420	mifobate	PPAR receptor antagonist	COP(=O)(OC)OC(c1ccc(Cl)cc1)P(=O)(OC)OC	VQHUQHAPWMNBLP-UHFFFAOYSA-N	PPAR receptor antagonist	PPAR receptor antagonist
BRD-A93255169	thalidomide	TNF production inhibitor	O=C1N(C2CCC(=O)NC2=O)C(=O)c2ccccc12	UEJJHQNACJXSKW-UHFFFAOYSA-N	TNF production inhibitor	tumor necrosis factor production inhibitor
BRD-K23728141	tafamidis-meglumine	Transthyretin stabilizer	OC(=O)c1ccc2nc(oc2c1)-c1cc(Cl)cc(Cl)c1	TXEIIPDJKFWEEC-UHFFFAOYSA-N	Transthyretin amyloid inhibitor|Transthyretin stabilizer	transthyretin amyloid inhibitor
BRD-K25433859	maprotiline	Tricyclic antidepressant	CNCCCC12CCC(c3ccccc13)c1ccccc21	QSLMDECMDJKHMQ-UHFFFAOYSA-N	Norepinephrine reputake inhibitor|Tricyclic antidepressant	norepinephrine reputake inhibitor|tricyclic antidepressant
BRD-K91263825	nortriptyline	Tricyclic antidepressant	CNCCC=C1c2ccccc2CCc2ccccc12	PHVGLTMQBUFIQQ-UHFFFAOYSA-N	Tricyclic antidepressant	tricyclic antidepressant
BRD-K42098891	protriptyline	Tricyclic antidepressant	CNCCCC1c2ccccc2C=Cc2ccccc12	BWPIARFWQZKAIA-UHFFFAOYSA-N	Tricyclic antidepressant	tricyclic antidepressant
BRD-A19195498	trimipramine	Tricyclic antidepressant	CC(CN(C)C)CN1c2ccccc2CCc2ccccc12	ZSCDBOWYZJWBIY-UHFFFAOYSA-N	Norepinephrine reputake inhibitor|Tricyclic antidepressant	norepinephrine reputake inhibitor|tricyclic antidepressant
BRD-K02314383	epitiostanol	Androgen receptor agonist	C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H]5S[C@@H]5C[C@]34C)[C@@H]1CC[C@@H]2O	OBMLHUPNRURLOK-XGRAFVIBSA-N	Androgen receptor agonist	androgen receptor agonist
BRD-K92467929	oxandrolone	Androgen receptor agonist	C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)OC[C@]4(C)[C@H]3CC[C@]12C	QSLJIVKCVHQPLV-PEMPUTJUSA-N	Androgen receptor agonist	
BRD-A82522119	tibolone	Androgen receptor agonist	C[C@@H]1CC2=C(CCC(=O)C2)[C@H]2CC[C@@]3(C)[C@H](CC[C@@]3(O)C#C)C12	WZDGZWOAQTVYBX-MLWZVTOESA-N	Estrogen receptor agonist|Androgen receptor agonist|Progesterone receptor agonist	androgen receptor agonist|estrogen receptor agonist|progesterone receptor agonist
BRD-A05457250	BAY-K8644	Calcium channel activator	COC(=O)C1=C(C)NC(C)=C(C1c1ccccc1C(F)(F)F)[N+]([O-])=O	ZFLWDHHVRRZMEI-UHFFFAOYSA-N	Calcium channel activator	L-type calcium channel blocker
BRD-K71799949	carbamazepine	Carboxamide antiepileptic	NC(=O)N1c2ccccc2C=Cc2ccccc12	FFGPTBGBLSHEPO-UHFFFAOYSA-N	Carboxamide antiepileptic	carboxamide antiepileptic
BRD-K00674894	orteronel	Cytochrome P450 inhibitor	CNC(=O)c1ccc2cc(ccc2c1)[C@]1(O)CCn2cncc12	OZPFIJIOIVJZMN-GOSISDBHSA-N	Androgen biosynthesis inhibitor|Androgen receptor antagonist|Cytochrome P450 inhibitor	androgen biosynthesis inhibitor|androgen receptor antagonist|cytochrome P450 inhibitor
BRD-K06557128	voriconazole	Cytochrome P450 inhibitor	C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F	BCEHBSKCWLPMDN-MGPLVRAMSA-N	Cytochrome P450 inhibitor	cytochrome P450 inhibitor
BRD-K72005722	VT-464	Cytochrome P450 inhibitor	CC(C)[C@@](O)(c1c[nH]nn1)c1ccc2cc(OC(F)F)c(OC(F)F)cc2c1	ZBRAJOQFSNYJMF-SFHVURJKSA-N		cytochrome P450 inhibitor
BRD-K37714784	ABT-724	Dopamine receptor agonist	C(N1CCN(CC1)c1ccccn1)c1nc2ccccc2[nH]1	FRPJGTNLZNXQEX-UHFFFAOYSA-N		dopamine receptor agonist
BRD-A80151636	bromocriptine	Dopamine receptor agonist	CC(C)CC1N2C(=O)[C@](NC(=O)C3CN(C)[C@@H]4Cc5c(Br)[nH]c6cccc(C4=C3)c56)(OC2(O)[C@@H]2CCCN2C1=O)C(C)C	OZVBMTJYIDMWIL-NXIPCUEUSA-N	Dopamine receptor agonist	dopamine receptor agonist
BRD-K86882815	cabergoline	Dopamine receptor agonist	CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(CC=C)C1	KORNTPPJEAJQIU-KJXAQDMKSA-N	Dopamine receptor agonist	dopamine receptor agonist
BRD-K43887077	dopamine	Dopamine receptor agonist	NCCc1ccc(O)c(O)c1	VYFYYTLLBUKUHU-UHFFFAOYSA-N	Dopamine receptor agonist	dopamine receptor agonist
BRD-K91336023	mesulergine	Dopamine receptor agonist	CN(C)S(=O)(=O)N[C@H]1C[C@H]2[C@@H](Cc3cn(C)c4cccc2c34)N(C)C1	JLVHTNZNKOSCNB-YSVLISHTSA-N	Dopamine receptor agonist	dopamine receptor agonist
BRD-A72309220	metergoline	Dopamine receptor agonist	CN1CC(CNC(=O)OCc2ccccc2)C[C@@H]2C1Cc1cn(C)c3cccc2c13	WZHJKEUHNJHDLS-STDCAVTESA-N	Dopamine receptor agonist|Serotonin receptor antagonist	dopamine receptor agonist|serotonin receptor antagonist
BRD-K47936004	piribedil	Dopamine receptor agonist	C(N1CCN(CC1)c1ncccn1)c1ccc2OCOc2c1	OQDPVLVUJFGPGQ-UHFFFAOYSA-N	Dopamine receptor agonist	dopamine receptor agonist
BRD-K06388322	pramipexole	Dopamine receptor agonist	CCCN[C@H]1CCc2nc(N)sc2C1	FASDKYOPVNHBLU-ZETCQYMHSA-N	Dopamine receptor agonist	dopamine receptor agonist
BRD-K15933101	ropinirole	Dopamine receptor agonist	CCCN(CCC)CCc1cccc2NC(=O)Cc12	UHSKFQJFRQCDBE-UHFFFAOYSA-N	Dopamine receptor agonist	dopamine receptor agonist
BRD-K91111634	rotigotine	Dopamine receptor agonist	CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1	KFQYTPMOWPVWEJ-INIZCTEOSA-N	Dopamine receptor agonist	dopamine receptor agonist
BRD-A05186015	bupropion	Dopamine uptake inhibitor	CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1	SNPPWIUOZRMYNY-UHFFFAOYSA-N	Dopamine uptake inhibitor	dopamine reuptake inhibitor
BRD-K96319534	phentermine	Dopamine uptake inhibitor	CC(C)(N)Cc1ccccc1	DHHVAGZRUROJKS-UHFFFAOYSA-N	Dopamine uptake inhibitor|Serotonin reuptake inhibitor	
BRD-K32501161	vanoxerine	Dopamine uptake inhibitor	Fc1ccc(cc1)C(OCCN1CCN(CCCc2ccccc2)CC1)c1ccc(F)cc1	NAUWTFJOPJWYOT-UHFFFAOYSA-N	Dopamine uptake inhibitor	dopamine reuptake inhibitor
BRD-K54847683	equol	Estrogen receptor agonist	Oc1ccc(cc1)[C@H]1COc2cc(O)ccc2C1	ADFCQWZHKCXPAJ-GFCCVEGCSA-N	Estrogen receptor agonist	estrogen receptor agonist
BRD-K80608265	erteberel	Estrogen receptor agonist	Oc1ccc(cc1)[C@@H]1Oc2ccc(O)cc2[C@@H]2CCC[C@H]12	XIESSJVMWNJCGZ-VKJFTORMSA-N	Estrogen receptor agonist	estrogen receptor agonist
BRD-A18620900	estriol	Estrogen receptor agonist	C[C@]12CCC3C(CCc4cc(O)ccc34)C1C[C@@H](O)[C@@H]2O	PROQIPRRNZUXQM-YDGSGPMOSA-N	Estrogen receptor agonist	estrogen receptor agonist
BRD-A37959677	estrone	Estrogen receptor agonist	C[C@]12CCC3C(CCc4cc(O)ccc34)C1CCC2=O	DNXHEGUUPJUMQT-GUZDXLFXSA-N	Estrogen receptor agonist|Estrogenic hormone	estrogen receptor agonist|estrogenic hormone
BRD-K35189033	levonorgestrel	Estrogen receptor agonist	CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C	WWYNJERNGUHSAO-XUDSTZEESA-N	Estrogen receptor agonist|Glucocorticoid receptor antagonist|Progesterone receptor agonist|Progesterone receptor antagonist	estrogen receptor agonist|glucocorticoid receptor antagonist|progesterone receptor agonist|progesterone receptor antagonist
BRD-A14798026	mestranol	Estrogen receptor agonist	COc1ccc2C3CC[C@@]4(C)C(CC[C@@]4(O)C#C)C3CCc2c1	IMSSROKUHAOUJS-VYJKVFMHSA-N	Estrogen receptor agonist	estrogen receptor agonist
BRD-K34328244	MF-101	Estrogen receptor agonist	Oc1ccc(cc1)[C@@H]1CC(=O)c2ccc(O)cc2O1	FURUXTVZLHCCNA-AWEZNQCLSA-N		estrogen receptor agonist
BRD-K28936863	ketotifen	Histamine receptor ligand	CN1CCC(CC1)=C1c2ccsc2C(=O)Cc2ccccc12	ZCVMWBYGMWKGHF-UHFFFAOYSA-N	Histamine receptor agonist|Leukotriene receptor antagonist|Phosphodiesterase inhibitor|Histamine receptor ligand	histamine receptor agonist|leukotriene receptor antagonist|phosphodiesterase inhibitor
BRD-K17561142	amiodarone	Potassium channel blocker	CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1	IYIKLHRQXLHMJQ-UHFFFAOYSA-N	Potassium channel blocker	potassium channel blocker
BRD-A46179541	doxapram	Potassium channel blocker	CCN1CC(CCN2CCOCC2)C(C1=O)(c1ccccc1)c1ccccc1	XFDJYSQDBULQSI-UHFFFAOYSA-N	Potassium channel blocker	potassium channel blocker
BRD-A74391928	ibutilide	Potassium channel blocker	CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1	ALOBUEHUHMBRLE-UHFFFAOYSA-N	Potassium channel blocker	potassium channel blocker
BRD-K59332007	linopirdine	Potassium channel blocker	O=C1N(c2ccccc2C1(Cc1ccncc1)Cc1ccncc1)c1ccccc1	YEJCDKJIEMIWRQ-UHFFFAOYSA-N	Potassium channel blocker	potassium channel blocker
BRD-K03842655	penitrem-a	Potassium channel blocker	CC(=C)[C@H]1O[C@H]2CC[C@]3(C)[C@]4(C)[C@@H](CC[C@@]3(O)[C@@]52O[C@@H]5[C@H]1O)[C@@H]6OC(C)(C)[C@H]7C[C@@H]8C(=C)Cc9c(Cl)cc%10[nH]c4c6c%10c9[C@@]87O	JDUWHZOLEDOQSR-JKPSMKLGSA-N	Potassium channel blocker	
BRD-K33127281	adapalene	Retinoid receptor agonist	COc1ccc(cc1C12CC3CC(CC(C3)C1)C2)-c1ccc2cc(ccc2c1)C(O)=O	LZCDAPDGXCYOEH-UHFFFAOYSA-N	Retinoid receptor agonist	retinoid receptor agonist
BRD-K00152668	adarotene	Retinoid receptor agonist	OC(=O)C=Cc1ccc(cc1)-c1ccc(O)c(c1)C12CC3CC(CC(C3)C1)C2	QAWBIEIZDDIEMW-FPYGCLRLSA-N	Retinoid receptor agonist	retinoid receptor agonist
BRD-K92441787	bexarotene	Retinoid receptor agonist	Cc1cc2c(cc1C(=C)c1ccc(cc1)C(O)=O)C(C)(C)CCC2(C)C	NAVMQTYZDKMPEU-UHFFFAOYSA-N	Retinoid receptor agonist	retinoid receptor agonist
BRD-K83794243	palovarotene	Retinoid receptor agonist	CC1(C)CCC(C)(C)c2cc(C=Cc3ccc(cc3)C(O)=O)c(Cn3cccn3)cc12	YTFHCXIPDIHOIA-DHZHZOJOSA-N	Retinoid receptor agonist	retinoid receptor agonist
BRD-K36627727	tamibarotene	Retinoid receptor agonist	CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(cc3)C(O)=O)ccc12	MUTNCGKQJGXKEM-UHFFFAOYSA-N	Retinoid receptor agonist	retinoid receptor agonist
BRD-K76841105	tazarotene	Retinoid receptor agonist	CCOC(=O)c1ccc(nc1)C#Cc1ccc2SCCC(C)(C)c2c1	OGQICQVSFDPSEI-UHFFFAOYSA-N	Retinoid receptor agonist	retinoid receptor agonist
BRD-K49685476	TTNPB	Retinoid receptor agonist	CC(=C/c1ccc(cc1)C(O)=O)c1ccc2c(c1)C(C)(C)CCC2(C)C	FOIVPCKZDPCJJY-JQIJEIRASA-N	Retinoid receptor agonist	retinoid receptor agonist
BRD-K26325692	API-001	Sigma receptor antagonist	Cc1cc(OCCN2CCOCC2)nn1-c1ccc2ccccc2c1	DGPGXHRHNRYVDH-UHFFFAOYSA-N		sigma receptor antagonist
BRD-A15435692	BMY-14802	Sigma receptor antagonist	OC(CCCN1CCN(CC1)c1ncc(F)cn1)c1ccc(F)cc1	ZXUYYZPJUGQHLQ-UHFFFAOYSA-N	Sigma receptor antagonist	sigma receptor antagonist
BRD-K70490179	rimcazole	Sigma receptor antagonist	C[C@H]1CN(CCCn2c3ccccc3c3ccccc23)C[C@@H](C)N1	GUDVQJXODNJRIJ-CALCHBBNSA-N	Sigma receptor antagonist	sigma receptor antagonist
BRD-K30685142	levothyroxine	Thyroid hormone stimulant	N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(O)=O	XUIIKFGFIJCVMT-LBPRGKRZSA-N	Thyroid hormone stimulant	thyroid hormone stimulant
BRD-K32285926	AMG-208	Tyrosine kinase inhibitor	COc1ccc2c(OCc3nnc4ccc(nn34)-c3ccccc3)ccnc2c1	HEAIZQNMNCHNFD-UHFFFAOYSA-N		tyrosine kinase inhibitor
BRD-K02123250	JNJ-38877605	Tyrosine kinase inhibitor	Cn1cc(cn1)-c1ccc2nnc(n2n1)C(F)(F)c1ccc2ncccc2c1	JRWCBEOAFGHNNU-UHFFFAOYSA-N	Tyrosine kinase inhibitor	tyrosine kinase inhibitor
BRD-K33379087	tivantinib	Tyrosine kinase inhibitor	O=C1NC(=O)[C@H]([C@@H]1c1c[nH]c2ccccc12)c1cn2CCCc3cccc1c23	UCEQXRCJXIVODC-PMACEKPBSA-N	Tyrosine kinase inhibitor	tyrosine kinase inhibitor
BRD-K01577834	adenosine	Adenosine receptor agonist	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	OIRDTQYFTABQOQ-KQYNXXCUSA-N	Adenosine receptor agonist	adenosine receptor agonist
BRD-K31135544	IB-MECA	Adenosine receptor agonist	CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(NCc3cccc(I)c3)ncnc12	HUJXGQILHAUCCV-MOROJQBDSA-N		adenosine receptor agonist
BRD-A78341343	regadenoson	Adenosine receptor agonist	CNC(=O)c1cnn(c1)-c1nc(N)c2ncn([C@@H]3O[C@H](CO)C(O)C3O)c2n1	LZPZPHGJDAGEJZ-SMDQVTJXSA-N	Adenosine receptor agonist	adenosine receptor agonist
BRD-K09602097	forskolin	Adenylyl cyclase activator	CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]2(O)C(=O)C[C@@](C)(O[C@]12C)C=C	OHCQJHSOBUTRHG-KGGHGJDLSA-N	Adenylyl cyclase activator	adenylyl cyclase activator
BRD-A63752151	fidarestat	Aldose reductase inhibitor	NC(=O)C1CC2(NC(=O)NC2=O)c2cc(F)ccc2O1	WAAPEIZFCHNLKK-UHFFFAOYSA-N	Aldose reductase inhibitor	aldose reductase inhibitor
BRD-A89164055	sorbinil	Aldose reductase inhibitor	Fc1ccc2OCCC3(NC(=O)NC3=O)c2c1	LXANPKRCLVQAOG-UHFFFAOYSA-N	Aldose reductase inhibitor	aldose reductase inhibitor
BRD-K30331124	ASC-J9	Androgen receptor enhancer	COc1ccc(cc1OC)C=CC(=O)CC(=O)C=Cc1ccc(OC)c(OC)c1	HMJSBVCDPKODEX-NXZHAISVSA-N		androgen receptor enhancer
BRD-K24771047	ampalex	Glutamate receptor agonist	O=C(N1CCCCC1)c1ccc2nccnc2c1	ANDGGVOPIJEHOF-UHFFFAOYSA-N	Glutamate receptor agonist	glutamate receptor agonist
BRD-K88611939	aniracetam	Glutamate receptor agonist	COc1ccc(cc1)C(=O)N1CCCC1=O	ZXNRTKGTQJPIJK-UHFFFAOYSA-N	Glutamate receptor agonist	glutamate receptor agonist
BRD-K63861289	molsidomine	Guanylyl cyclase activator	CCOC(=O)Nc1c[n+](no1)N1CCOCC1	XLFWDASMENKTKL-UHFFFAOYSA-O	Guanylyl cyclase activator	guanylate cyclase stimulant
BRD-K44827188	vismodegib	Hedgehog pathway inhibitor	Clc1cc(ccc1C(=O)Nc1ccc(Cl)c(c1)-c1ccccn1)S(C)(=O)=O	BPQMGSKTAYIVFO-UHFFFAOYSA-N	Hedgehog pathway inhibitor|Smoothened receptor antagonist	hedgehog pathway inhibitor|smoothened receptor antagonist
BRD-K91315211	betahistine	Histamine receptor agonist	CNCCc1ccccn1	UUQMNUMQCIQDMZ-UHFFFAOYSA-N	Histamine receptor agonist|Histamine receptor antagonist	histamine receptor agonist|histamine receptor antagonist
BRD-K01674964	histamine	Histamine receptor agonist	NCCc1c[nH]cn1	NTYJJOPFIAHURM-UHFFFAOYSA-N	Histamine receptor agonist	histamine receptor agonist
BRD-K52662033	lidocaine	Histamine receptor agonist	CCN(CC)CC(=O)Nc1c(C)cccc1C	NNJVILVZKWQKPM-UHFFFAOYSA-N	Histamine receptor agonist	histamine receptor agonist
BRD-A29623586	anisodamine	Lipid peroxidase inhibitor	CN1C2C[C@H](O)[C@H]1C[C@H](C2)OC(=O)[C@H](CO)c1ccccc1	WTQYWNWRJNXDEG-GZPFGDLZSA-N	Lipid peroxidase inhibitor	lipid peroxidase inhibitor
BRD-K84698278	agomelatine	Melatonin receptor agonist	COc1ccc2cccc(CCNC(C)=O)c2c1	YJYPHIXNFHFHND-UHFFFAOYSA-N	Melatonin receptor agonist|Serotonin receptor antagonist	melatonin receptor agonist|serotonin receptor antagonist
BRD-K97530723	melatonin	Melatonin receptor agonist	COc1ccc2[nH]cc(CCNC(C)=O)c2c1	DRLFMBDRBRZALE-UHFFFAOYSA-N	Melatonin receptor agonist|Nitric oxide synthase inhibitor	melatonin receptor agonist|nitric oxide synthase inhibitor
BRD-K28761891	ramelteon	Melatonin receptor agonist	CCC(=O)NCC[C@@H]1CCc2ccc3OCCc3c12	YLXDSYKOBKBWJQ-LBPRGKRZSA-N	Melatonin receptor agonist	melatonin receptor agonist
BRD-K07857022	alvimopan	Opioid receptor antagonist	C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(O)=O)CC[C@@]1(C)c1cccc(O)c1	UPNUIXSCZBYVBB-JVFUWBCBSA-N	Opioid receptor antagonist	opioid receptor antagonist
BRD-K17705806	JTC-801	Opioid receptor antagonist	CCc1ccc(OCc2ccccc2C(=O)Nc2ccc3nc(C)cc(N)c3c2)cc1	VTGBZWHPJFMTKS-UHFFFAOYSA-N	Opioid receptor antagonist	opioid receptor antagonist
BRD-K33732501	methylnaltrexone	Opioid receptor antagonist	C[N@@+]1(CC2CC2)CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@@]3(O)CCC4=O)ccc5O	JVLBPIPGETUEET-RESYIPQXSA-O	Opioid receptor antagonist	opioid receptor antagonist
BRD-K84810405	almorexant	Orexin receptor antagonist	CNC(=O)[C@H](N1CCc2cc(OC)c(OC)cc2[C@@H]1CCc1ccc(cc1)C(F)(F)F)c1ccccc1	DKMACHNQISHMDN-RPLLCQBOSA-N	Orexin receptor antagonist	orexin receptor antagonist
BRD-K94293891	suvorexant	Orexin receptor antagonist	C[C@@H]1CCN(CCN1C(=O)c1cc(C)ccc1-n1nccn1)c1nc2cc(Cl)ccc2o1	JYTNQNCOQXFQPK-MRXNPFEDSA-N	Orexin receptor antagonist	
BRD-K67789209	adatanserin	Serotonin receptor agonist	O=C(NCCN1CCN(CC1)c1ncccn1)C12CC3CC(CC(C3)C1)C2	HPFLVTSWRFCPCV-UHFFFAOYSA-N	Serotonin receptor agonist|Serotonin receptor antagonist	serotonin receptor agonist|serotonin receptor antagonist
BRD-K34870043	adoprazine	Serotonin receptor agonist	Fc1ccc(cc1)-c1cncc(CN2CCN(CC2)c2cccc3OCCOc23)c1	IUVSEUFHPNITEQ-UHFFFAOYSA-N	Dopamine receptor antagonist|Serotonin receptor agonist	dopamine receptor antagonist|serotonin receptor agonist
BRD-K70358946	aripiprazole	Serotonin receptor agonist	Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl	CEUORZQYGODEFX-UHFFFAOYSA-N	Serotonin receptor agonist|Serotonin receptor antagonist	serotonin receptor agonist|serotonin receptor antagonist
BRD-K93461745	buspirone	Serotonin receptor agonist	O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)c1ncccn1	QWCRAEMEVRGPNT-UHFFFAOYSA-N	Serotonin receptor agonist	serotonin receptor agonist
BRD-A12896037	cisapride	Serotonin receptor agonist	COC1CN(CCCOc2ccc(F)cc2)CCC1NC(=O)c1cc(Cl)c(N)cc1OC	DCSUBABJRXZOMT-UHFFFAOYSA-N	Serotonin receptor agonist	serotonin receptor agonist
BRD-K42348709	cyclobenzaprine	Serotonin receptor agonist	CN(C)CCC=C1c2ccccc2C=Cc2ccccc12	JURKNVYFZMSNLP-UHFFFAOYSA-N	Adrenergic receptor agonist|Serotonin receptor agonist	adrenergic receptor agonist|serotonin receptor agonist
BRD-K58626373	dexfenfluramine	Serotonin receptor agonist	CCN[C@@H](C)Cc1cccc(c1)C(F)(F)F	DBGIVFWFUFKIQN-VIFPVBQESA-N	Serotonin receptor agonist	
BRD-K31092604	donitriptan	Serotonin receptor agonist	NCCc1c[nH]c2ccc(OCC(=O)N3CCN(CC3)c3ccc(cc3)C#N)cc12	SOHCKWZVTCTQBG-UHFFFAOYSA-N	Serotonin receptor agonist	serotonin receptor agonist
BRD-K55013654	lorcaserin	Serotonin receptor agonist	C[C@H]1CNCCc2ccc(Cl)cc12	XTTZERNUQAFMOF-QMMMGPOBSA-N	Serotonin receptor agonist	
BRD-K75699339	rizatriptan	Serotonin receptor agonist	CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12	ULFRLSNUDGIQQP-UHFFFAOYSA-N	Serotonin receptor agonist	serotonin receptor agonist
BRD-K35719256	rotundine	Serotonin receptor agonist	COc1cc2CCN3Cc4c(C[C@H]3c2cc1OC)ccc(OC)c4OC	AEQDJSLRWYMAQI-KRWDZBQOSA-N	Serotonin receptor agonist	serotonin receptor agonist
BRD-K09397065	SR-57227A	Serotonin receptor agonist	NC1CCN(CC1)c1cccc(Cl)n1	WPVVMKYQOMJPIN-UHFFFAOYSA-N	Serotonin receptor agonist	serotonin receptor agonist
BRD-K50938287	sumatriptan	Serotonin receptor agonist	CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1	KQKPFRSPSRPDEB-UHFFFAOYSA-N	Serotonin receptor agonist	serotonin receptor agonist
BRD-K53963539	vortioxetine	Serotonin receptor agonist	Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1	YQNWZWMKLDQSAC-UHFFFAOYSA-N	Serotonin receptor agonist|Serotonin receptor antagonist	serotonin receptor agonist|serotonin receptor antagonist
BRD-K88358234	xaliproden	Serotonin receptor agonist	FC(F)(F)c1cccc(c1)C1=CCN(CCc2ccc3ccccc3c2)CC1	WJJYZXPHLSLMGE-UHFFFAOYSA-N	Serotonin receptor agonist	serotonin receptor agonist
BRD-K76210423	resiquimod	Toll-like receptor agonist	CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O	BXNMTOQRYBFHNZ-UHFFFAOYSA-N	Toll-like receptor agonist	toll-like receptor agonist
BRD-K28731095	calcitriol	Vitamin D receptor agonist	C[C@H](CCCC(C)(C)O)[C@@H]1CC[C@@H]2[C@]1(C)CCCC2=C/C=C1/C[C@@H](O)C[C@H](O)C1=C	GMRQFYUYWCNGIN-WEARQXOYSA-N	Vitamin D receptor agonist	vitamin D receptor agonist
BRD-K84163249	ercalcitriol	Vitamin D receptor agonist	C[C@H](C=C[C@H](C)C(C)(C)O)[C@H]1CC[C@@H]2[C@]1(C)CCCC2=C/C=C1/C[C@@H](O)C[C@H](O)C1=C	ZGLHBRQAEXKACO-XJRQOBMKSA-N	Vitamin D receptor agonist	vitamin D receptor agonist
BRD-K81332461	maxacalcitol	Vitamin D receptor agonist	[2H]C([2H])([2H])C(O)(CCO[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CCCC2=C/C=C1/C[C@@H](O)C[C@H](O)C1=C)C([2H])([2H])[2H]	DTXXSJZBSTYZKE-OXMAATCFSA-N	Vitamin D receptor agonist	vitamin D receptor agonist
BRD-K60585088	paricalcitol	Vitamin D receptor agonist	C[C@H](C=C[C@H](C)C(C)(C)O)[C@H]1CC[C@@H]2[C@]1(C)CCCC2=C/C=C1C[C@@H](O)C[C@H](O)C1	BPKAHTKRCLCHEA-UBFJEZKGSA-N	Vitamin D receptor agonist	vitamin D receptor agonist
BRD-K28456624	seocalcitol	Vitamin D receptor agonist	CCC(O)(CC)C=CC=C[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CCCC2=C/C=C1/C[C@@H](O)C[C@H](O)C1=C	LVLLALCJVJNGQQ-SEODYNFXSA-N	Vitamin D receptor agonist	vitamin D receptor agonist
BRD-K73237276	tacalcitol	Vitamin D receptor agonist	CC(C)[C@H](O)CC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CCCC2=C/C=C1/C[C@@H](O)C[C@H](O)C1=C	BJYLYJCXYAMOFT-RSFVBTMBSA-N	Vitamin D receptor agonist	vitamin D receptor agonist
BRD-K86307448	allopurinol	Xanthine oxidase inhibitor	O=c1[nH]cnc2[nH]ncc12	OFCNXPDARWKPPY-UHFFFAOYSA-N	Xanthine oxidase inhibitor	xanthine oxidase inhibitor
BRD-K48367671	febuxostat	Xanthine oxidase inhibitor	CC(C)COc1ccc(cc1C#N)-c1nc(C)c(s1)C(O)=O	BQSJTQLCZDPROO-UHFFFAOYSA-N	Xanthine oxidase inhibitor	xanthine oxidase inhibitor
BRD-K31841515	oxypurinol	Xanthine oxidase inhibitor	O=c1[nH]c2n[nH]cc2c(=O)[nH]1	HXNFUBHNUDHIGC-UHFFFAOYSA-N	Xanthine oxidase inhibitor	xanthine oxidase inhibitor
BRD-K77561571	topiroxostat	Xanthine oxidase inhibitor	N#Cc1cc(ccn1)-c1n[nH]c(n1)-c1ccncc1	UBVZQGOVTLIHLH-UHFFFAOYSA-N	Xanthine oxidase inhibitor	xanthine oxidase inhibitor
BRD-K28984613	dutasteride	5 alpha reductase inhibitor	C[C@]12CC[C@@H]3[C@@H](CC[C@H]4NC(=O)C=C[C@]34C)[C@@H]1CC[C@H]2C(=O)Nc1cc(ccc1C(F)(F)F)C(F)(F)F	JWJOTENAMICLJG-UUJLXMGASA-N	5 alpha reductase inhibitor	5 alpha reductase inhibitor
BRD-A83081521	finasteride	5 alpha reductase inhibitor	CC(C)(C)NC(=O)[C@H]1CCC2C3CCC4NC(=O)C=C[C@]4(C)C3CC[C@]12C	DBEPLOCGEIEOCV-BYQKQGHSSA-N	5 alpha reductase inhibitor	5 alpha reductase inhibitor
